Id,drug,condition,numOfInstances,averageRating
7124,Dexasone,Lymphoma,1,10.0
7125,Ibudone,Pain,1,7.0
7126,Avar LS Cleanser,Seborrheic Dermatitis,1,10.0
7127,Trokendi XR,Seizure Prevention,1,10.0
7128,Diprolene AF,Atopic Dermatitis,1,9.0
7129,Proleukin,Renal Cell Carcinoma,1,10.0
7130,Ciclodan,"Onychomycosis, Toenail",1,10.0
7131,Travel-Eze,Motion Sickness,1,10.0
7132,Timoptic Ocudose,"Glaucoma, Open Angle",1,7.0
7133,Neupogen,Neutropenia Associated with Chemotherapy,1,10.0
7134,Vitamin B6,Nausea/Vomiting,1,9.0
7135,Codeine / guaifenesin / pseudoephedrine,Cold Symptoms,1,2.0
7136,Sensorcaine-MPF,Local Anesthesia,1,10.0
7137,Betapace AF,Atrial Flutte,1,1.0
7138,Diurex Water Capsules,Edema,1,1.0
7139,Dextromethorphan / phenylephrine / pyrilamine,Cold Symptoms,1,10.0
7140,Epivir-HBV,Hepatitis B,1,10.0
7141,Ethambutol,"Mycobacterium avium-intracellulare, Treatment",1,1.0
7142,Plexion Cleanser,Rosacea,1,9.0
7143,Kionex,Hyperkalemia,1,6.0
7144,Naproxen / pseudoephedrine,Sinus Symptoms,1,9.0
7145,Orajel,Aphthous Ulce,1,7.0
7146,Protriptyline,Depression,1,9.0
7147,Ethchlorvynol,Insomnia,1,10.0
7148,Excedrin Tension Headache,Headache,1,9.0
7149,Questran Light,Crohn's Disease,1,6.0
7150,Danocrine,Endometriosis,1,10.0
7151,Octagam,Primary Immunodeficiency Syndrome,1,8.0
7152,Uniretic,High Blood Pressure,1,8.0
7153,Vicks Sinex 12-Hour Decongestant Nasal Spray,Nasal Congestion,1,10.0
7154,Acetaminophen / pamabrom / pyrilamine,Premenstrual Syndrome,1,9.0
7155,Ery Pads,Acne,1,10.0
7156,Intron A,Hepatitis C,1,1.0
7157,Dasetta 7 / 7 / 7,Menstrual Disorders,1,5.0
7158,ReliOn / Novolin 70 / 30,"Diabetes, Type 1",1,9.0
7159,Senna S,"Constipation, Acute",1,6.0
7160,Dasetta 1 / 35,Birth Control,1,3.0
7161,Altretamine,Ovarian Cance,1,5.0
7162,Vectibix,Colorectal Cance,1,8.0
7163,Ovidrel,"Hypogonadism, Male",1,10.0
7164,Ferrlecit,Anemia Associated with Chronic Renal Failure,1,5.0
7165,Pedi-Dri,Vaginal Yeast Infection,1,8.0
7166,Coenzyme Q10,Dietary Supplementation,1,9.0
7167,Topicort LP,Psoriasis,1,10.0
7168,Mavyret,Hepatitis C,1,10.0
7169,Magnevist,CNS Magnetic Resonance Imaging,1,1.0
7170,Smoothie Readi-Cat 2,Computed Tomography,1,3.0
7171,Oxtellar XR,Seizures,1,10.0
7172,Antihemophilic factor,Hemophilia A,1,8.0
7173,BP Wash,Acne,1,9.0
7174,TheraTears,Eye Redness,1,9.0
7175,Dimethyl sulfoxide,Not Listed / Othe,1,10.0
7176,Hydralazine / hydrochlorothiazide / reserpine,High Blood Pressure,1,3.0
7177,Stalevo 150,Parkinson's Disease,1,5.0
7178,Fansidar,Malaria,1,10.0
7179,Allegra ODT,Allergic Rhinitis,1,10.0
7180,Istodax,Peripheral T-cell Lymphoma,1,1.0
7181,Acetaminophen / aspirin,Back Pain,1,8.0
7182,Gentian violet,Oral Thrush,1,7.0
7183,Labetalol,High Blood Pressure,1,7.0
7184,Vitafol-OB+DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,1,10.0
7185,Romidepsin,Peripheral T-cell Lymphoma,1,1.0
7186,Belladonna,Irritable Bowel Syndrome,1,1.0
7187,Polysporin First Aid Antibiotic Ointment,Bacterial Skin Infection,1,10.0
7188,Mifepristone,Abortion,1,7.0
7189,Zioptan,Glaucoma/Intraocular Hypertension,1,9.0
7190,Pin-X,Pinworm Infection (Enterobius vermicularis),1,7.0
7191,Acetic acid / antipyrine / benzocaine / polycosanol,Ear Wax Impaction,1,10.0
7192,Oxytocin,Labor Induction,1,10.0
7193,Capzasin-P,Osteoarthritis,1,1.0
7194,Zeasorb-AF Drying Gel,Tinea Pedis,1,10.0
7195,Ifosfamide,Testicular Cance,1,10.0
7196,Lanoxicaps,Atrial Fibrillation,1,10.0
7197,Triple Paste,Diaper Rash,1,10.0
7198,Hyzine,Allergies,1,8.0
7199,Zostrix Diabetic Foot Pain,Diabetic Peripheral Neuropathy,1,1.0
7200,Extina,Seborrheic Dermatitis,1,10.0
7201,Palonosetron,"Nausea/Vomiting, Postoperative",1,10.0
7202,Pyridoxine,Nausea/Vomiting,1,9.0
7203,Dabrafenib,"Melanoma, Metastatic",1,9.0
7204,Fleet Bisacodyl,Bowel Preparation,1,1.0
7205,Robitussin Cough + Chest Congestion DM,Cough,1,10.0
7206,Benzalkonium chloride / lidocaine,Bacterial Skin Infection,1,10.0
7207,Lomaira,Weight Loss,1,9.0
7208,Aldomet,High Blood Pressure,1,3.0
7209,Zetran,Anxiety,1,10.0
7210,Mavik,Heart Failure,1,2.0
7211,Iluvien,Diabetic Macular Edema,1,10.0
7212,Glyset,"Diabetes, Type 2",1,10.0
7213,Psorcon,Skin Rash,1,10.0
7214,Devrom,Gas,1,10.0
7215,Leustatin,Hairy Cell Leukemia,1,10.0
7216,Prax,Pruritus,1,8.0
7217,Azmacort,Asthma,1,10.0
7218,Acarbose,"Diabetes, Type 2",1,1.0
7219,Daptomycin,Skin and Structure Infection,1,10.0
7220,Peganone,Epilepsy,1,1.0
7221,Methitest,"Hypogonadism, Male",1,10.0
7222,Dornase alfa,Cystic Fibrosis,1,10.0
7223,Diastat AcuDial,Seizures,1,5.0
7224,Zileuton,"Asthma, Maintenance",1,1.0
7225,Generlac,Hepatic Encephalopathy,1,10.0
7226,Vanatab DX,Cough and Nasal Congestion,1,9.0
7227,Ifex,Testicular Cance,1,10.0
7228,Apomorphine,Parkinson's Disease,1,9.0
7229,Doculax,"Constipation, Acute",1,2.0
7230,Resorcinol / sulfur,Acne,1,10.0
7231,Periogard,Gingivitis,1,10.0
7232,Proglycem,Hypoglycemia,1,9.0
7233,Zostrix,Osteoarthritis,1,10.0
7234,Temsirolimus,Renal Cell Carcinoma,1,9.0
7235,Phrenilin,Headache,1,10.0
7236,Vicks Dayquil Cold & Flu Relief,Sinus Symptoms,1,10.0
7237,Cometriq,Thyroid Cance,1,1.0
7238,Vincasar PFS,Cance,1,10.0
7239,Benadryl Allergy Sinus,Allergic Rhinitis,1,9.0
7240,RID,Head Lice,1,5.0
7241,Amethyst,Birth Control,1,1.0
7242,Varubi,"Nausea/Vomiting, Chemotherapy Induced",1,10.0
7243,OB Complete Gold,Vitamin/Mineral Supplementation during Pregnancy/Lactation,1,2.0
7244,Phenylephrine / pyrilamine,Sinusitis,1,10.0
7245,Fluoroplex,Skin Cance,1,8.0
7246,Macugen,Macular Degeneration,1,9.0
7247,Alka-Seltzer Plus Cold Formula Sparkling Original Effervescent Tablets,Sinus Symptoms,1,8.0
7248,Midamor,High Blood Pressure,1,1.0
7249,Trixaicin HP,Pain,1,9.0
7250,Palladone,Pain,1,10.0
7251,Todays Health Nasal  Relief Extra Moisturizing,Nasal Congestion,1,10.0
7252,Bacitracin,Bacterial Skin Infection,1,1.0
7253,Axid,GERD,1,10.0
7254,Isoptin SR,Cluster Headaches,1,10.0
7255,Noroxin,Urinary Tract Infection,1,1.0
7256,Pernox,Acne,1,10.0
7257,LMX 5,Hemorrhoids,1,9.0
7258,Prednicot,Rheumatoid Arthritis,1,10.0
7259,Sudafed PE Pressure + Pain,Sinus Symptoms,1,4.0
7260,Scytera,Psoriasis,1,10.0
7261,Anusol-HC Suppositories,Hemorrhoids,1,1.0
7262,Betadine Aerosol Spray,Topical Disinfection,1,1.0
7263,Estraderm,Postmenopausal Symptoms,1,10.0
7264,Regorafenib,Gastrointestinal Stromal Tum,1,1.0
7265,Optivar,"Conjunctivitis, Allergic",1,10.0
7266,Juvederm Voluma XC,acial Wrinkles,1,7.0
7267,Gramicidin / neomycin / polymyxin b,"Conjunctivitis, Bacterial",1,1.0
7268,Zyprexa Intramuscular,Agitation,1,8.0
7269,Trametinib,"Melanoma, Metastatic",1,9.0
7270,Advil Migraine,Headache,1,9.0
7271,Darvocet-N 50,Pain,1,5.0
7272,Norpace,Arrhythmia,1,8.0
7273,Vancocin HCl,Bone infection,1,10.0
7274,Fallback Solo,Emergency Contraception,1,8.0
7275,Fosinopril,High Blood Pressure,1,10.0
7276,Doc-Q-Lax,"Constipation, Acute",1,8.0
7277,Pacerone,Arrhythmia,1,10.0
7278,Calcifediol,Hyperparathyroidism Secondary to Renal Impairment,1,10.0
7279,Dazidox,Chronic Pain,1,10.0
7280,Razadyne ER,Alzheimer's Disease,1,10.0
7281,Aquavite-E,Tardive Dyskinesia,1,1.0
7282,Embeline,Psoriasis,1,8.0
7283,Prolastin-C,Alpha-1 Proteinase Inhibitor Deficiency,1,10.0
7284,Maxitrol,"Conjunctivitis, Bacterial",1,10.0
7285,Alogliptin / metformin,min),1,1.0
7286,Valganciclovir,CMV Prophylaxis,1,8.0
7287,Cuvitru,Primary Immunodeficiency Syndrome,1,9.0
7288,Vitamin C,Dietary Supplementation,1,10.0
7289,Slippery elm,Herbal Supplementation,1,10.0
7290,Alphanine SD,Hemophilia B,1,9.0
7291,Urised,Urinary Tract Infection,1,9.0
7292,Xgeva,Hypercalcemia of Malignancy,1,1.0
7293,Vitafol Ultra,Vitamin/Mineral Supplementation during Pregnancy/Lactation,1,3.0
7294,Folotyn,Peripheral T-cell Lymphoma,1,1.0
7295,Virtussin A / C,Cough,1,1.0
7296,Unasyn,Bone infection,1,9.0
7297,Vospire ER,Bronchospasm Prophylaxis,1,2.0
7298,Lagesic,Pain,1,8.0
7299,Cheratussin DAC,Cold Symptoms,1,2.0
7300,Follicle stimulating hormone,"Hypogonadism, Male",1,10.0
7301,Clemastine,Allergic Rhinitis,1,10.0
7302,Capex,Atopic Dermatitis,1,10.0
7303,Kazano,"Diabetes, Type 2",1,1.0
7304,Hexachlorophene,Acne,1,10.0
7305,Acetaminophen / caffeine / magnesium salicylate,Muscle Pain,1,10.0
7306,Valcyte,CMV Prophylaxis,1,8.0
7307,Peppermint,Nausea/Vomiting,1,10.0
7308,Olux-E,Atopic Dermatitis,1,10.0
7309,Ponatinib,Chronic Myelogenous Leukemia,1,5.0
7310,Oxy-10,Acne,1,10.0
7311,Crinone,Progesterone Insufficiency,1,4.0
7312,Norlyda,Birth Control,1,6.0
7313,Midostaurin,Systemic Mastocytosis,1,8.0
7314,Calcium / vitamin d,Osteoporosis,1,9.0
7315,Menactra,Meningococcal Meningitis Prophylaxis,1,1.0
7316,Rajani,Birth Control,1,8.0
7317,Calcium carbonate / risedronate,Osteoporosis,1,3.0
7318,Caziant,Birth Control,1,7.0
7319,Riociguat,Pulmonary Hypertension,1,1.0
7320,Tums Regular Strength,GERD,1,1.0
7321,BiDil,Heart Failure,1,9.0
7322,Reslizumab,Asthma,1,8.0
7323,Cetaphil Lotion,Dry Skin,1,1.0
7324,Natesto,"Hypogonadism, Male",1,8.0
7325,Zemaira,Alpha-1 Proteinase Inhibitor Deficiency,1,10.0
7326,Cepacol Dual Relief Sore Throat,Sore Throat,1,9.0
7327,Colyte,Bowel Preparation,1,1.0
7328,Coagulation factor ix,actor IX Deficiency,1,6.0
7329,Avar,Acne,1,10.0
7330,Clioquinol / hydrocortisone,Dermatitis,1,10.0
7331,Pomalidomide,Multiple Myeloma,1,10.0
7332,Midol Extended Relief,Period Pain,1,10.0
7333,Refresh PM,Eye Redness,1,10.0
7334,Headache Relief PM,Insomnia,1,6.0
7335,Depakote Sprinkles,Mania,1,9.0
7336,Pyrimethamine,Malaria Prevention,1,10.0
7337,Univasc,High Blood Pressure,1,8.0
7338,Ozurdex,Uveitis,1,10.0
7339,Zinc gluconate,Dietary Supplementation,1,7.0
7340,Chlorcyclizine / phenylephrine,Rhinitis,1,10.0
7341,Tylenol Arthritis Pain,Pain,1,9.0
7342,Thioridazine,Schizophrenia,1,10.0
7343,Desloratadine / pseudoephedrine,Allergic Rhinitis,1,9.0
7344,Pulmicort Respules,"Asthma, Maintenance",1,10.0
7345,Pima,Hyperthyroidism,1,10.0
7346,Loratadine-D 24 Hour,Nasal Congestion,1,10.0
7347,Deconamine,Allergic Rhinitis,1,10.0
7348,Necitumumab,Non-Small Cell Lung Cance,1,10.0
7349,PanOxyl 10% Acne Foaming Wash,Acne,1,10.0
7350,Novolin N,"Diabetes, Type 2",1,10.0
7351,Reese's Pinworm Medicine,Pinworm Infection (Enterobius vermicularis),1,1.0
7352,Valerian,Insomnia,1,7.0
7353,Diprosone,Dermatological Disorders,1,10.0
7354,Mylanta Gas,Gas,1,3.0
7355,Cholecalciferol / folic acid,Dietary Supplementation,1,5.0
7356,Larissia,Birth Control,1,4.0
7357,Hexalen,Ovarian Cance,1,5.0
7358,Provocholine,Diagnosis and Investigation,1,7.0
7359,Lorcet,Pain,1,10.0
7360,Prevacid OTC,GERD,1,8.0
7361,Lorabid,Sinusitis,1,9.0
7362,Fostex Medicated,Acne,1,10.0
7363,Estrasorb,Postmenopausal Symptoms,1,7.0
7364,Nisoldipine,Raynaud's Syndrome,1,1.0
7365,Ethacrynic acid,Edema,1,8.0
7366,Bag Balm,Dry Skin,1,8.0
7367,Zyloprim,Gout,1,9.0
7368,Clarinex-D 12 Hour,Allergic Rhinitis,1,9.0
7369,Insta-Glucose,Hypoglycemia,1,9.0
7370,Clioquinol,Tinea Pedis,1,10.0
7371,Amevive,Psoriasis,1,10.0
7372,Selsun Blue,Tinea Versicol,1,1.0
7373,Camptosar,Colorectal Cance,1,5.0
7374,Sucroferric oxyhydroxide,Hyperphosphatemia of Renal Failure,1,6.0
7375,Fortical,Osteoporosis,1,1.0
7376,Cerefolin NAC,Dietary Supplementation,1,10.0
7377,Hyosyne,Irritable Bowel Syndrome,1,8.0
7378,Integra,Anemia,1,10.0
7379,Lactic acid,Dry Skin,1,10.0
7380,EnLyte,Vitamin/Mineral Supplementation and Deficiency,1,1.0
7381,Rifadin,"Tuberculosis, Prophylaxis",1,10.0
7382,Orvaten,Postural Orthostatic Tachycardia Syndrome,1,9.0
7383,Concept DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,1,10.0
7384,Fluzone,Influenza Prophylaxis,1,1.0
7385,Afrin Sinus,Nasal Congestion,1,8.0
7386,Royal jelly,Herbal Supplementation,1,10.0
7387,Asendin,Depression,1,10.0
7388,Omnitrope,Adult Human Growth Hormone Deficiency,1,10.0
7389,Adempas,Pulmonary Hypertension,1,1.0
7390,Quinidine,Arrhythmia,1,8.0
7391,Prezista,HIV Infection,1,3.0
7392,Citric acid / potassium citrate,Urinary Tract Stones,1,10.0
7393,Advil PM,Insomnia,1,9.0
7394,Urecholine,Abdominal Distension,1,9.0
7395,Ery-Tab,Bronchitis,1,7.0
7396,Oxaydo,Chronic Pain,1,8.0
7397,Piperacillin / tazobactam,Kidney Infections,1,7.0
7398,SymlinPen 60,"Diabetes, Type 1",1,10.0
7399,Mucinex Fast-Max Night Time Cold & Flu,Cold Symptoms,1,5.0
7400,Canasa Pac,Ulcerative Proctitis,1,5.0
7401,Zejula,Ovarian Cance,1,1.0
7402,Cladribine,Hairy Cell Leukemia,1,10.0
7403,Sulfur,Acne,1,10.0
7404,Pirmella 1 / 35,Birth Control,1,1.0
7405,Norinyl 1+35,Acne,1,10.0
7406,Hemax,Vitamin/Mineral Supplementation and Deficiency,1,8.0
7407,Amikin,Cystic Fibrosis,1,1.0
7408,Vanspar,Anxiety,1,1.0
7409,Cortenema,Ulcerative Proctitis,1,4.0
7410,Nimotop,Ischemic Stroke,1,10.0
7411,Sine-Off Maximum Strength,Sinus Symptoms,1,10.0
7412,Pro-Den Rx,Prevention of Dental Caries,1,1.0
7413,Chlorothiazide,Edema,1,10.0
7414,M-Zole 3,Vaginal Yeast Infection,1,1.0
7415,Monopril,High Blood Pressure,1,9.0
7416,Tussigon,Cough,1,10.0
7417,Maxichlor PSE DM,Cough and Nasal Congestion,1,10.0
7418,Timoptic,Intraocular Hypertension,1,4.0
7419,Aspirin / diphenhydramine,Insomnia,1,9.0
7420,Alphagan P,"Glaucoma, Open Angle",1,10.0
7421,MVI Adult,Dietary Supplementation,1,1.0
7422,Aloe vera,"Burns, External",1,10.0
7423,Cinryze,Hereditary Angioedema,1,10.0
7424,Crotamiton,Pruritus,1,10.0
7425,Low-Ogestrel-21,Abnormal Uterine Bleeding,1,8.0
7426,Norvir,HIV Infection,1,1.0
7427,Clindagel,Acne,1,10.0
7428,Pancreatin,Chronic Pancreatitis,1,9.0
7429,Maxifed DM,Cough and Nasal Congestion,1,8.0
7430,Opsumit,Pulmonary Hypertension,1,10.0
7431,SalivaMAX,Xerostomia,1,10.0
7432,Dulcolax Stool Softener,Constipation,1,5.0
7433,Duoplant,Dermatological Disorders,1,9.0
7434,Chlophedianol / guaifenesin / pseudoephedrine,Cough and Nasal Congestion,1,9.0
7435,BroveX PEB DM,Cough and Nasal Congestion,1,2.0
7436,Estratest,Hot Flashes,1,10.0
7437,Advil Cold and Sinus Liqui-Gels,Sinus Symptoms,1,10.0
7438,Tiazac,Atrial Fibrillation,1,10.0
7439,Gadopentetate dimeglumine,CNS Magnetic Resonance Imaging,1,1.0
7440,Flagyl IV,Bacterial Infection,1,7.0
7441,Xylocaine Jelly,"Burns, External",1,10.0
7442,Ketalar,Anesthesia,1,10.0
7443,Dichlorphenamide,Hypokalemic Periodic Paralysis,1,9.0
7444,Clove,Oral and Dental Conditions,1,10.0
7445,Prevacid SoluTab,GERD,1,1.0
7446,Osteo Bi-Flex,Osteoarthritis,1,9.0
7447,B3-500-Gr,High Cholesterol,1,10.0
7448,Istalol,"Glaucoma, Open Angle",1,10.0
7449,Trandolapril,Heart Failure,1,2.0
7450,Capmist DM,Cough and Nasal Congestion,1,10.0
7451,Tronolane Anesthetic for Hemorrhoids,Hemorrhoids,1,10.0
7452,Lac-Hydrin,Dry Skin,1,10.0
7453,AirDuo Respiclick,"Asthma, Maintenance",1,9.0
7454,Vesanoid,Acute Promyelocytic Leukemia,1,8.0
7455,Fortamet,Insulin Resistance Syndrome,1,10.0
7456,Synarel,Endometriosis,1,7.0
7457,Acetaminophen / caffeine / pyrilamine,Premenstrual Syndrome,1,5.0
7458,TheraTears Nutrition,Dietary Supplementation,1,1.0
7459,Pyrimethamine / sulfadoxine,Malaria,1,10.0
7460,Loracarbef,Sinusitis,1,9.0
7461,Targretin,Cutaneous T-cell Lymphoma,1,9.0
7462,Accupril,Heart Failure,1,5.0
7463,Larin 24 Fe,Birth Control,1,1.0
7464,Niraparib,Ovarian Cance,1,1.0
7465,Amino acids,Dietary Supplementation,1,9.0
7466,Constulose,"Constipation, Chronic",1,10.0
7467,Odefsey,HIV Infection,1,10.0
7468,Bacitracin / neomycin / polymyxin b / pramoxine,Bacterial Skin Infection,1,10.0
7469,Pralatrexate,Peripheral T-cell Lymphoma,1,1.0
7470,Capzasin,Pain,1,1.0
7471,Benzoyl peroxide / sulfur,Acne,1,10.0
7472,Lomedia 24 Fe,Birth Control,1,5.0
7473,Abacavir / lamivudine / zidovudine,HIV Infection,1,9.0
7474,Pamabrom,Edema,1,1.0
7475,Pennyroyal,Herbal Supplementation,1,7.0
7476,Dermatop,Eczema,1,10.0
7477,Rho (d) immune globulin,Idiopathic Thrombocytopenic Purpura,1,3.0
7478,Vanquish,Migraine,1,10.0
7479,Topical Anesthetic Dental Gel,Oral and Dental Conditions,1,1.0
7480,Nizoral Shampoo,Dandruff,1,5.0
7481,Sodium bicarbonate,Asystole,1,10.0
7482,Ecallantide,Hereditary Angioedema,1,10.0
7483,Pentobarbital,Insomnia,1,10.0
7484,Belladonna Tincture,Irritable Bowel Syndrome,1,1.0
7485,Dynacin,Acne,1,8.0
7486,Dexpanthenol,Dry Skin,1,10.0
7487,Raspberry,Diarrhea,1,9.0
7488,MG217 Medicated Tar,Psoriasis,1,9.0
7489,Arsenic trioxide,Acute Promyelocytic Leukemia,1,9.0
7490,Wera,Polycystic Ovary Syndrome,1,7.0
7491,Solarcaine First Aid Medicated Spray,"Burns, External",1,10.0
7492,Trusopt,"Glaucoma, Open Angle",1,7.0
7493,Eovist,Liver Magnetic Resonance Imaging,1,10.0
7494,Magnacet,Pain,1,10.0
7495,Scullcap,Herbal Supplementation,1,9.0
7496,Rheumatrex Dose Pack,Rheumatoid Arthritis,1,2.0
7497,Tretin-X,Acne,1,9.0
7498,Atazanavir,HIV Infection,1,10.0
7499,Glimepiride / pioglitazone,"Diabetes, Type 2",1,10.0
7500,Diphenidol,Vertig,1,10.0
7501,Prinzide,High Blood Pressure,1,8.0
7502,Daraprim,Malaria Prevention,1,10.0
7503,A + D Cracked Skin Relief,Bacterial Skin Infection,1,10.0
7504,Mepron,Babesiosis,1,1.0
7505,Rea Lo 40,Dermatological Disorders,1,10.0
7506,Nalfon,"Gout, Acute",1,8.0
7507,Stalevo 200,Parkinson's Disease,1,9.0
7508,Trocaine,Tonsillitis/Pharyngitis,1,9.0
7509,Hydrochlorothiazide / moexipril,High Blood Pressure,1,8.0
7510,Nitrolingual Pumpspray,Heart Attack,1,9.0
7511,Romiplostim,Idiopathic Thrombocytopenic Purpura,1,10.0
7512,Gynazole-1,Vaginal Yeast Infection,1,10.0
7513,Benzoyl peroxide / hydrocortisone,Acne,1,10.0
7514,Ferric citrate,Hyperphosphatemia of Renal Failure,1,8.0
7515,Fosrenol,Hyperphosphatemia of Renal Failure,1,2.0
7516,Oruvail,Back Pain,1,10.0
7517,Brivaracetam,Seizures,1,8.0
7518,Hi-Vegi-Lip,Chronic Pancreatitis,1,9.0
7519,Cyclopentolate,Uveitis,1,4.0
7520,Intal,"Asthma, Maintenance",1,1.0
7521,Penlac,"Onychomycosis, Toenail",1,8.0
7522,Biltricide,Schistosoma japonicum,1,3.0
7523,Zelapar,Parkinson's Disease,1,9.0
7524,Clinpro 5000,Prevention of Dental Caries,1,10.0
7525,Targiniq ER,Pain,1,8.0
7526,Haldol Decanoate,Psychosis,1,8.0
7527,Ovace Plus,Seborrheic Dermatitis,1,10.0
7528,Tafinlar,"Melanoma, Metastatic",1,9.0
7529,Loestrin Fe 1.5 / 30,Birth Control,1,8.0
7530,Retisert,Uveitis,1,10.0
7531,Oxistat,Tinea Corporis,1,10.0
7532,Urso Forte,Biliary Cirrhosis,1,10.0
7533,Prezcobix,HIV Infection,1,1.0
7534,Hydroxyamphetamine / tropicamide,Pupillary Dilation,1,2.0
7535,MCT,Dietary Supplementation,1,2.0
7536,Gilotrif,Non-Small Cell Lung Cance,1,10.0
7537,NuOx,Acne,1,10.0
7538,Cerezyme,Gaucher Disease,1,9.0
7539,Zymine,Allergies,1,10.0
7540,Prefrin,Eye Redness,1,10.0
7541,Mylanta,GERD,1,10.0
7542,Nitro-Dur,High Blood Pressure,1,1.0
7543,Topiragen,Seizure Prevention,1,9.0
7544,Acetohydroxamic acid,Urinary Tract Infection,1,9.0
7545,Alrex,Conjunctivitis,1,10.0
7546,Briviact,Seizures,1,1.0
7547,Pomalyst,Multiple Myeloma,1,10.0
7548,Drixoral Cold / Flu,Allergic Rhinitis,1,10.0
7549,A / B Otic,Otitis Media,1,10.0
7550,Hylira,Dermatitis,1,10.0
7551,HyoMax SR,Crohn's Disease,1,8.0
7552,Advate,Hemophilia A,1,9.0
7553,Mephyton,Vitamin K Deficiency,1,10.0
7554,Corn Huskers Lotion,Dry Skin,1,10.0
7555,Capsin,Pain,1,1.0
7556,Phytonadione,Vitamin K Deficiency,1,10.0
7557,Arcalyst,amilial Cold Autoinflammatory Syndrome,1,10.0
7558,Neostigmine,Myasthenia Gravis,1,10.0
7559,Undecylenic acid,Not Listed / Othe,1,10.0
7560,Gadavist,CNS Magnetic Resonance Imaging,1,1.0
7561,Hyaluronidase,Hypodermoclysis,1,10.0
7562,Naropin Polyamp,Labor Pain,1,1.0
7563,Humulin N,"Diabetes, Type 2",1,8.0
7564,Alavert,Urticaria,1,10.0
7565,Rozex,Rosacea,1,1.0
7566,Collagenase,Keratosis,1,7.0
7567,Savaysa,Atrial Fibrillation,1,1.0
7568,Humatin,Dientamoeba fragilis,1,2.0
7569,Vasodilan,Raynaud's Syndrome,1,9.0
7570,Flanax Pain Reliever,Costochondritis,1,10.0
7571,Polocaine,Local Anesthesia,1,8.0
7572,Dallergy,Rhinitis,1,10.0
7573,Dilt-XR,Atrial Fibrillation,1,10.0
7574,Atovaquone,Babesiosis,1,1.0
7575,Atrovent Nasal,Rhinorrhea,1,10.0
7576,Psorcon E,Eczema,1,9.0
7577,Pindolol,High Blood Pressure,1,3.0
7578,Avita,Acne,1,10.0
7579,Magnesium gluconate,Dietary Supplementation,1,10.0
7580,Levo-T,Hashimoto's disease,1,8.0
7581,Neevo DHA,Vitamin/Mineral Supplementation during Pregnancy/Lactation,1,10.0
7582,Phenohytro,Irritable Bowel Syndrome,1,1.0
7583,Urispas,Overactive Bladde,1,3.0
7584,Copegus,Hepatitis C,1,8.0
7585,ProCentra,ADHD,1,10.0
7586,Quibron-T,"Asthma, acute",1,1.0
7587,Cefazolin,Bacterial Endocarditis Prevention,1,1.0
7588,Sodium hypochlorite,Topical Disinfection,1,10.0
7589,Stavzor,Mania,1,10.0
7590,Zicam Extreme Congestion Relief,Nasal Congestion,1,10.0
7591,Ginkgo,Herbal Supplementation,1,6.0
7592,Mellaril,Schizophrenia,1,10.0
7593,T-Diet,Weight Loss,1,10.0
7594,Diosmiplex,Dietary Supplementation,1,9.0
7595,Excedrin Sinus Headache,Headache,1,10.0
7596,Coal tar / salicylic acid / sulfur,Psoriasis,1,9.0
7597,Sular,Raynaud's Syndrome,1,1.0
7598,Cabozantinib,Thyroid Cance,1,1.0
7599,Westcort,Eczema,1,10.0
7600,Unisom SleepMelts,Insomnia,1,9.0
7601,Plegridy,Multiple Sclerosis,1,7.0
7602,Aloxi,"Nausea/Vomiting, Postoperative",1,10.0
7603,Arnuity Ellipta,"Asthma, Maintenance",1,9.0
7604,Enemeez Mini,Constipation,1,9.0
7605,Brinzolamide,"Glaucoma, Open Angle",1,1.0
7606,Floxin,Campylobacter Gastroenteritis,1,10.0
7607,Mekinist,"Melanoma, Metastatic",1,9.0
7608,Calcium acetate,Hyperphosphatemia,1,8.0
7609,Blephamide,"Conjunctivitis, Bacterial",1,10.0
7610,Cefotaxime,Skin or Soft Tissue Infection,1,10.0
7611,Pemetrexed,Non-Small Cell Lung Cance,1,10.0
7612,Acetic acid,Wound Cleansing,1,6.0
7613,Vaprisol,Euvolemic Hyponatremia,1,9.0
7614,Robitussin Cold Cough and Flu,Cold Symptoms,1,10.0
7615,Phentride,Weight Loss,1,8.0
7616,Atrovent HFA,"COPD, Maintenance",1,7.0
7617,Rolapitant,"Nausea/Vomiting, Chemotherapy Induced",1,10.0
7618,Calamine,Pruritus,1,8.0
7619,Tarka,High Blood Pressure,1,10.0
7620,Lesinurad,Gout,1,10.0
7621,Exforge HCT,High Blood Pressure,1,10.0
7622,Bendroflumethiazide / nadolol,High Blood Pressure,1,10.0
7623,Jencycla,Birth Control,1,1.0
7624,Micrainin,Anxiety,1,10.0
7625,Torisel,Renal Cell Carcinoma,1,9.0
7626,Diphenhydramine / phenylephrine,Allergic Rhinitis,1,10.0
7627,Citric acid / simethicone / sodium bicarbonate,Gas,1,10.0
7628,Slo-Niacin,High Cholesterol,1,10.0
7629,Lidocaine / menthol,Muscle Pain,1,10.0
7630,Panhematin,Porphyria,1,10.0
7631,"Hair, Skin & Nails",Dietary Supplementation,1,3.0
7632,Goldenseal,Skin and Structure Infection,1,10.0
7633,Salvax Duo,t Care,1,10.0
7634,Tetracaine,Cold Sores,1,10.0
